CHEBI_10607,n-propyl gallate
UBERON_2001016,myotome somite 2
UBERON_2001017,myotome somite 22
UBERON_2001018,myotome somite 25
UBERON_2001019,myotome somite 28
UBERON_2001020,myotome somite 30
UBERON_2001021,myotome somite 6
UBERON_2001022,myotome somite 9
UBERON_2001023,epaxial region somite 19
UBERON_2001025,occipital lateral line neuromast
UBERON_2001026,supraorbital lateral line neuromast
UBERON_2001028,hypurapophysis
UBERON_2001030,epaxial region somite 21
UBERON_2001036,sclerotome somite 10
UBERON_2001037,sclerotome somite 13
UBERON_2001038,sclerotome somite 16
UBERON_2001039,sclerotome somite 19
UBERON_2001040,epaxial region somite 24
UBERON_2001041,sclerotome somite 21
UBERON_2001042,sclerotome somite 24
UBERON_2001043,sclerotome somite 27
UBERON_2001044,sclerotome somite 3
UBERON_2001045,sclerotome somite 5
UBERON_2001046,sclerotome somite 8
UBERON_2001047,obsolete slow muscle cell somite 10
UBERON_2001048,obsolete slow muscle cell somite 13
UBERON_2001049,obsolete slow muscle cell somite 16
UBERON_2001050,obsolete slow muscle cell somite 19
UBERON_2001051,caudal division of the internal carotid artery
UBERON_2001052,primordial hindbrain channel
UBERON_2001053,future internal carotid artery
UBERON_2001054,lateral dorsal aorta
UBERON_2001055,pronephric duct opening
UBERON_2001058,obsolete caudal fin
UBERON_2001059,cranial division of the internal carotid artery
UBERON_2001060,basidorsal
UBERON_2001062,presumptive mesencephalic artery
UBERON_2001063,posterior caudal vein
UBERON_2001065,obsolete lateral mesoderm
UBERON_2001069,ventral fin fold
UBERON_2001073,axial vasculature
UBERON_2001076,intestinal bulb
UBERON_2001086,obsolete muscle pioneer
UBERON_2001089,myoseptum
UBERON_2001093,obsolete unspecified
UBERON_2001095,immature macula
UBERON_2001096,immature anterior macula
UBERON_2001097,immature posterior macula
UBERON_2001098,obsolete immature hair cell anterior macula
UBERON_2001099,obsolete immature hair cell posterior macula
UBERON_2001102,immature anterior otolith
UBERON_2001103,immature posterior otolith
UBERON_2001109,obsolete oocyte
UBERON_2001118,urogenital papilla
UBERON_2001123,obsolete median fin skeleton
UBERON_2001124,obsolete dorsal fin skeleton
UBERON_2001125,organizer inducing center
UBERON_2001126,noninvoluting endocytic marginal cell cluster
UBERON_2001129,pharyngeal pouches 2-6
UBERON_2001137,ventral tooth row
UBERON_2001139,mediodorsal tooth row
UBERON_2001140,dorsal tooth row
UBERON_2001141,tooth 1V
UBERON_2001142,tooth 5V
UBERON_2001143,tooth 4V
UBERON_2001144,tooth 2V
UBERON_2001145,tooth 3V
UBERON_2001146,tooth 1MD
UBERON_2001147,tooth 2MD
UBERON_2001148,tooth 1D
UBERON_2001150,tooth 2D
UBERON_2001151,tooth 4MD
UBERON_2001152,tooth 3MD
UBERON_2001154,anal fin musculature
UBERON_2001156,posterior lateral line placode
UBERON_2001157,posterior lateral line primordium
UBERON_2001160,dorsal scute
UBERON_2001162,obsolete anal fin
UBERON_2001163,supraneural 7 bone
UBERON_2001164,supraneural 6 bone
UBERON_2001165,supraneural 5 bone
UBERON_2001166,supraneural 9 bone
UBERON_2001167,vertebral element 1
UBERON_2001168,vertebral element 2
UBERON_2001169,vertebral element 3
UBERON_2001170,vertebral element 4
UBERON_2001171,os suspensorium
UBERON_2001172,roofing cartilage
UBERON_2001179,epidermal superficial stratum
UBERON_2001181,epidermal intermediate stratum
UBERON_2001183,dermal superficial region
UBERON_2001186,collagenous dermal stroma
UBERON_2001188,Weberian apparatus
UBERON_2001190,Weberian vertebra
UBERON_2001191,supraneural 2 bone
UBERON_2001192,supraneural 3 bone
UBERON_2001193,supraneural 8 bone
UBERON_2001200,corpuscles of Stannius
UBERON_2001201,ventral lateral mesoderm
UBERON_2001203,obsolete ciliary body
UBERON_2001220,basibranchial copula
UBERON_2001221,anterior copula
UBERON_2001222,posterior copula
UBERON_2001223,basibranchial 1 bone
UBERON_2001224,basibranchial 2 bone
UBERON_2001225,basibranchial 3 bone
UBERON_2001226,basibranchial 4 bone
UBERON_2001228,pharyngeal arch 3 skeleton
UBERON_2001229,pharyngeal arch 7 skeleton
UBERON_2001230,pharyngeal arch 6 skeleton
UBERON_2001231,pharyngeal arch 4 skeleton
UBERON_2001232,pharyngeal arch 5 skeleton
UBERON_2001233,hypobranchial 1 bone
UBERON_2001234,hypobranchial 4 bone
UBERON_2001235,hypobranchial 3 bone
UBERON_2001236,hypobranchial 2 bone
UBERON_2001237,ceratobranchial 1 bone
UBERON_2001239,ceratobranchial 5 bone
UBERON_2001240,ceratobranchial 4 bone
UBERON_2001241,ceratobranchial 3 bone
UBERON_2001242,ceratobranchial 2 bone
UBERON_2001243,epibranchial 1 bone
UBERON_2001244,epibranchial 5 cartilage
UBERON_2001245,epibranchial 4 bone
UBERON_2001246,epibranchial 2 bone
UBERON_2001247,epibranchial 3 bone
UBERON_2001248,dorsal scute series
UBERON_2001250,pharyngobranchial 2 bone
UBERON_2001251,pharyngobranchial 4 cartilage
UBERON_2001252,pharyngobranchial 3 bone
UBERON_2001253,neural arch 2
UBERON_2001254,abdominal scute series
UBERON_2001256,lateral floor plate
UBERON_2001257,medial floor plate
UBERON_2001259,forebrain ventricle
UBERON_2001263,ovarian follicle stage I
UBERON_2001265,ovarian follicle stage II
UBERON_2001266,ovarian follicle stage III
UBERON_2001269,regenerating fin/limb
UBERON_2001274,coronomeckelian
UBERON_2001275,sublingual
UBERON_2001277,anterior chamber swim bladder
UBERON_2001278,posterior chamber swim bladder
UBERON_2001279,branchiostegal ray 1
UBERON_2001280,branchiostegal ray 3
UBERON_2001281,branchiostegal ray 2
UBERON_2001285,obsolete intersegmental vessel
UBERON_2001286,caudal vein plexus
UBERON_2001293,posterior kidney
UBERON_2001297,vagal placode 1
UBERON_2001298,vagal placode 2
UBERON_2001299,vagal placode 3
UBERON_2001300,vagal placode 4
UBERON_2001302,vagal ganglion 1
UBERON_2001303,vagal ganglion 2
UBERON_2001304,vagal ganglion 3
UBERON_2001305,vagal ganglion 4
UBERON_2001312,dorsal anterior lateral line ganglion
UBERON_2001313,ventral anterior lateral line ganglion
UBERON_2001314,posterior lateral line ganglion
UBERON_2001316,anterior lateral line placode
UBERON_2001322,obsolete dorsoventral diencephalic tract
UBERON_2001324,enteric musculature
UBERON_2001333,sublingual dorsal and ventral fused
UBERON_2001335,supradorsal
UBERON_2001337,obsolete spermatogonia
UBERON_2001339,obsolete nucleus of the tract of the anterior commissure
UBERON_2001340,nucleus of the tract of the postoptic commissure
UBERON_2001341,intervening zone
UBERON_2001342,presumptive intervening zone
UBERON_2001343,telencephalon diencephalon boundary
UBERON_2001347,stratum fibrosum et griseum superficiale
UBERON_2001348,stratum marginale
UBERON_2001349,stratum opticum
UBERON_2001352,stratum periventriculare
UBERON_2001354,obsolete mesencephalic tegmentum
UBERON_2001357,alar plate midbrain
UBERON_2001359,obsolete pineal complex
UBERON_2001360,obsolete parapineal organ
UBERON_2001361,basiventral
UBERON_2001363,neural complex of Weberian apparatus
UBERON_2001364,hemal spine
UBERON_2001366,tract of the postoptic commissure
UBERON_2001371,pancreatic system
UBERON_2001373,obsolete migratory slow muscle precursor cell
UBERON_2001378,axial hypoblast
UBERON_2001382,epibranchial bone uncinate process
UBERON_2001388,epithelial mesenchymal boundary of regenerating fin/limb
UBERON_2001389,regeneration epithelium of fin/limb
UBERON_2001391,anterior lateral line ganglion
UBERON_2001392,parapophysis 1
UBERON_2001393,parapophysis 2
UBERON_2001394,neural arch 3
UBERON_2001395,neural arch 4
UBERON_2001396,parapophysis + rib of vertebra 4
UBERON_2001397,post-Weberian supraneural
UBERON_2001403,supraethmoid
UBERON_2001404,preethmoid bone
UBERON_2001406,kinethmoid bone
UBERON_2001407,infraorbital 2
UBERON_2001408,infraorbital 3
UBERON_2001409,infraorbital 4
UBERON_2001412,epiotic
UBERON_2001415,pelvic fin distal radial bone 2
UBERON_2001416,pelvic fin distal radial bone 3
UBERON_2001417,pelvic fin distal radial bone 1
UBERON_2001418,obsolete dorsal fin lepidotrichium
UBERON_2001419,dorsal fin pterygiophore
UBERON_2001420,anal fin pterygiophore
UBERON_2001421,obsolete anal fin lepidotrichium
UBERON_2001425,basal plate cartilage
UBERON_2001426,posterior naris
UBERON_2001427,anterior naris
UBERON_2001428,olfactory rosette
UBERON_2001430,pneumatic duct
UBERON_2001431,primitive olfactory epithelium
UBERON_2001432,anterior sclerotic bone
UBERON_2001433,posterior sclerotic bone
UBERON_2001437,ductus communicans
UBERON_2001450,apical ectodermal ridge pelvic fin
UBERON_2001456,pectoral fin endoskeletal disc
UBERON_2001457,postcranial axial cartilage
UBERON_2001462,obsolete somite border
UBERON_2001463,melanophore stripe
UBERON_2001467,pharyngeal mesoderm
UBERON_2001468,anterior lateral line system
UBERON_2001470,anterior lateral line
UBERON_2001471,posterior lateral line system
UBERON_2001472,anterior lateral line neuromast
UBERON_2001473,obsolete deep blastomere
UBERON_2001474,sublingual dorsal and ventral separate
UBERON_2001475,sublingual dorsal ossification
UBERON_2001476,sublingual ventral ossification
UBERON_2001480,dorsal anterior lateral line nerve
UBERON_2001481,ventral anterior lateral line nerve
UBERON_2001482,middle lateral line nerve
UBERON_2001483,middle lateral line ganglion
UBERON_2001484,obsolete superficial blastomere
UBERON_2001502,epiphyseal bar
UBERON_2001504,occipital arch cartilage
UBERON_2001505,taenia marginalis anterior
UBERON_2001508,trabecula communis
UBERON_2001511,interhyal cartilage
UBERON_2001515,taenia marginalis posterior
UBERON_2001516,ceratobranchial cartilage
UBERON_2001517,ceratobranchial 2 cartilage
UBERON_2001518,ceratobranchial 3 cartilage
UBERON_2001519,ceratobranchial 4 cartilage
UBERON_2001520,ceratobranchial 1 cartilage
UBERON_2001521,ceratobranchial 5 cartilage
UBERON_2001522,hypobranchial cartilage
UBERON_2001523,hypobranchial 4 cartilage
UBERON_2001524,hypobranchial 1 cartilage
UBERON_2001525,hypobranchial 2 cartilage
UBERON_2001526,hypobranchial 3 cartilage
UBERON_2001527,epibranchial cartilage
UBERON_2001528,epibranchial 1 cartilage
UBERON_2001529,epibranchial 3 cartilage
UBERON_2001530,epibranchial 2 cartilage
UBERON_2001531,epibranchial 4 cartilage
UBERON_2001532,sublingual dorsal cartilage
UBERON_2001533,pharyngobranchial cartilage
UBERON_2001534,pharyngobranchial 3 cartilage
UBERON_2001535,median fin cartilage
UBERON_2001536,pharyngobranchial 2 cartilage
UBERON_2001537,mesocoracoid cartilage
UBERON_2001538,pelvic radial cartilage
UBERON_2001539,basipterygium cartilage
UBERON_2001540,pelvic radial 3 cartilage
UBERON_2001541,pelvic radial 2 cartilage
UBERON_2001542,pelvic radial 1 cartilage
UBERON_2001544,sublingual cartilage
UBERON_2001545,sublingual ventral cartilage
UBERON_2001546,neural spine 4
UBERON_2001547,abdominal scute
UBERON_2001548,intercalarium ascending process
UBERON_2001550,obsolete caudal fin lepidotrichium
UBERON_2001551,obsolete pectoral fin lepidotrichium
UBERON_2001552,obsolete pelvic fin lepidotrichium
UBERON_2001553,manubrium
UBERON_2001554,obsolete lepidotrichium
UBERON_2001560,hypural 1
UBERON_2001561,hypural 2
UBERON_2001562,hypural 3
UBERON_2001563,hypural 4
UBERON_2001564,hypural 5
UBERON_2001565,obsolete oocyte stage II
UBERON_2001566,obsolete oocyte stage III
UBERON_2001567,obsolete oocyte stage I
UBERON_2001568,obsolete oocyte stage IV
UBERON_2001569,obsolete oocyte stage V
UBERON_2001570,obsolete unfertilized egg
UBERON_2001571,postovulatory follicle
UBERON_2001577,premaxilla ascending process
UBERON_2001578,anterior dorsomedial process of autopalatine
UBERON_2001579,ural vertebra 2
UBERON_2001581,ural centrum 2
UBERON_2001582,non-Weberian precaudal vertebra
UBERON_2001583,preural centrum 1+ ural centrum 1
UBERON_2001584,caudal procurrent ray
UBERON_2001585,caudal principal ray
UBERON_2001586,pectoral fin radial bone
UBERON_2001587,pectoral fin proximal radial bone
UBERON_2001588,pectoral fin distal radial bone
UBERON_2001589,propterygium cartilage
UBERON_2001592,claustrum bone
UBERON_2001593,caudal fin upper lobe
UBERON_2001594,caudal fin lower lobe
UBERON_2001603,maxilla ascending process
UBERON_2001604,lateral ethmoid palatine process
UBERON_2001605,caudal scute series
UBERON_2001606,caudal scute
UBERON_2001607,basipterygoid process of parasphenoid
UBERON_2001608,autopalatine-lateral ethmoid joint
UBERON_2001609,pharyngobranchial 2 bone uncinate process
UBERON_2001610,quadrate dorsal process
UBERON_2001611,quadrate posterodorsal process
UBERON_2001612,sensory canal
UBERON_2001613,dorsal fin middle radial bone
UBERON_2001614,anal fin middle radial bone
UBERON_2001615,sphenotic spine
UBERON_2001616,lateral ethmoid wing
UBERON_2001617,trunk sensory canal
UBERON_2001619,post-otic sensory canal
UBERON_2001620,lagenar capsule
UBERON_2001622,odontode
UBERON_2001623,type 1 odontode
UBERON_2001624,type 2 odontode
UBERON_2001626,premaxillary tooth
UBERON_2001629,otic sensory canal
UBERON_2001630,supratemporal sensory canal
UBERON_2001632,ectopterygoid tooth
UBERON_2001633,entopterygoid tooth
UBERON_2001634,pharyngobranchial 1 cartilage
UBERON_2001635,pharyngobranchial 1 bone
UBERON_2001636,pharyngobranchial 4 bone
UBERON_2001640,notochordal ossification
UBERON_2001647,pharyngeal tooth plate
UBERON_2001648,basihyal tooth plate
UBERON_2001649,basihyal tooth
UBERON_2001650,pharyngobranchial 2 tooth plate
UBERON_2001651,pharyngobranchial 2 tooth
UBERON_2001652,pharyngobranchial 3 tooth plate
UBERON_2001653,pharyngobranchial 3 tooth
UBERON_2001654,upper pharyngeal 4 tooth plate
UBERON_2001655,upper pharyngeal 4 tooth
UBERON_2001656,upper pharyngeal 5 tooth plate
UBERON_2001657,upper pharyngeal 5 tooth
UBERON_2001658,upper pharyngeal tooth plate
UBERON_2001659,upper pharyngeal tooth
UBERON_2001660,basibranchial tooth
UBERON_2001661,basibranchial tooth plate
UBERON_2001662,basibranchial 4 tooth plate
UBERON_2001663,basibranchial 4 tooth
UBERON_2001664,basibranchial 2 tooth plate
UBERON_2001665,basibranchial 2 tooth
UBERON_2001666,rudimentary neural arch
UBERON_2001671,anal fin radial bone
UBERON_2001672,dorsal fin radial bone
UBERON_2001674,infraorbital 6
UBERON_2001675,mesethmoid cornu
UBERON_2001676,mesethmoid-premaxillary joint
UBERON_2001677,mesethmoid-nasal joint
UBERON_2001678,mesethmoid-frontal joint
UBERON_2001679,mesethmoid-lateral ethmoid joint
UBERON_2001680,mesethmoid-vomer joint
UBERON_2001681,cornu mesial process
UBERON_2001683,transcapular ligament
UBERON_2001684,ossified transcapular ligament
UBERON_2001685,lateral ethmoid-ectopterygoid ligament
UBERON_2001686,bony shelf above orbit
UBERON_2001687,interopercular-mandibular ligament
UBERON_2001688,palatine cartilage
UBERON_2001689,pterygoquadrate cartilage
UBERON_2001690,anterior cartilage of palatine
UBERON_2001691,posterior cartilage of palatine
UBERON_2001692,median premaxilla
UBERON_2001693,protractor operculi
UBERON_2001694,humerovertebral ligament
UBERON_2001695,mediopharyngobranchial
UBERON_2001696,gongyloid cartilage
UBERON_2001697,transverse radial
UBERON_2001698,anal-fin stay
UBERON_2001699,dorsal-fin stay
UBERON_2001700,caudal-fin stay
UBERON_2001701,basibranchial 5 bone
UBERON_2001702,infraorbital 7
UBERON_2001703,infraorbital 8
UBERON_2001704,infraorbital 9
UBERON_2001705,infraorbital 10
UBERON_2001706,infraorbital 11
UBERON_2001707,infraorbital 12
UBERON_2001708,dermosphenotic
UBERON_2001709,infraorbital series
UBERON_2001710,opercle-interopercle joint
UBERON_2001711,frontal-pterotic joint
UBERON_2001713,caudal principal ray 1
UBERON_2001714,caudal principal ray 2
UBERON_2001715,caudal principal ray 3
UBERON_2001716,caudal principal ray 4
UBERON_2001717,caudal principal ray 5
UBERON_2001718,caudal principal ray 6
UBERON_2001719,caudal principal ray 7
UBERON_2001720,caudal principal ray 8
UBERON_2001721,caudal principal ray 9
UBERON_2001722,caudal principal ray 10
UBERON_2001723,caudal principal ray 11
UBERON_2001724,caudal principal ray 12
UBERON_2001725,caudal principal ray 13
UBERON_2001726,caudal principal ray 14
UBERON_2001727,caudal principal ray 15
